Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-B7-A5TJ-01	7	106465128	134703792	15194	0.1031
TCGA-B7-A5TJ-01	7	134703831	134779772	80	0.4111
TCGA-B7-A5TJ-01	7	134780643	135823496	647	0.1184
TCGA-B7-A5TJ-01	7	135823514	137965298	1420	0.0792
TCGA-B7-A5TJ-01	7	137965705	145386535	3547	0.1281
TCGA-B7-A5TJ-01	7	145386700	147211453	933	0.0748
TCGA-B7-A5TJ-01	7	147211806	158592540	6066	0.1193
TCGA-B7-A5TJ-01	8	667625	5335408	2578	0.0564
TCGA-B7-A5TJ-01	8	5335985	13271042	3127	0.0967
TCGA-B7-A5TJ-01	8	13278056	16527260	2390	0.0418
TCGA-B7-A5TJ-01	8	16527564	34163149	12200	0.0903
TCGA-B7-A5TJ-01	8	34163528	36175913	1010	0.0326
TCGA-B7-A5TJ-01	8	36178190	47980162	4344	0.0954
TCGA-B7-A5TJ-01	8	47983064	60039389	7036	0.0554
TCGA-B7-A5TJ-01	8	60040116	63118114	2037	0.0914
TCGA-B7-A5TJ-01	8	63118599	71266050	4489	0.0529
TCGA-B7-A5TJ-01	8	71268360	71317616	36	0.4488
TCGA-B7-A5TJ-01	8	71318389	93653291	12501	0.3541
TCGA-B7-A5TJ-01	8	93655118	104039709	6161	0.3835
TCGA-B7-A5TJ-01	8	104051224	117026998	6883	0.3285
TCGA-B7-A5TJ-01	8	117027083	121191475	2904	0.3882
TCGA-B7-A5TJ-01	8	121191513	125916604	3156	0.3254
TCGA-B7-A5TJ-01	8	125926317	129090848	2228	0.3936
TCGA-B7-A5TJ-01	8	129092689	129677096	417	0.5958
TCGA-B7-A5TJ-01	8	129685134	135456291	4363	0.3665
TCGA-B7-A5TJ-01	8	135459339	138099958	1848	0.3185
TCGA-B7-A5TJ-01	8	138099993	138655230	431	0.3711
TCGA-B7-A5TJ-01	8	138655789	143254347	1858	0.42
TCGA-B7-A5TJ-01	8	143256820	144081683	186	0.5128
TCGA-B7-A5TJ-01	8	144084619	144182542	30	0.3605
TCGA-B7-A5TJ-01	9	789794	10515524	5850	-0.3441
TCGA-B7-A5TJ-01	9	10515720	13183105	891	-0.2661
TCGA-B7-A5TJ-01	9	13185060	13185150	2	-1.6947
TCGA-B7-A5TJ-01	9	13185984	32074212	12712	-0.2657
TCGA-B7-A5TJ-01	9	32074310	36751650	2681	-0.2148
TCGA-B7-A5TJ-01	9	36753064	37033162	297	-0.2976
TCGA-B7-A5TJ-01	9	37033364	37034620	2	-1.8717
TCGA-B7-A5TJ-01	9	37034672	68437540	1155	-0.2521
TCGA-B7-A5TJ-01	9	68443275	69608465	950	-0.0581
TCGA-B7-A5TJ-01	9	69610011	77650288	5588	-0.0732
TCGA-B7-A5TJ-01	9	77651129	77651414	2	0.9434
TCGA-B7-A5TJ-01	9	77654920	78179590	275	-0.0566
TCGA-B7-A5TJ-01	9	78181172	78183944	2	-1.3295
TCGA-B7-A5TJ-01	9	78184185	90384022	8535	-0.0966
TCGA-B7-A5TJ-01	9	90389703	116380930	16834	-0.072
TCGA-B7-A5TJ-01	9	116381753	116926554	444	-0.132
TCGA-B7-A5TJ-01	9	116927184	116927455	2	-1.2861
TCGA-B7-A5TJ-01	9	116930885	118745271	1355	-0.1199
TCGA-B7-A5TJ-01	9	118746373	120188845	1245	-0.0933
TCGA-B7-A5TJ-01	9	120190104	138044505	9618	-0.0449
TCGA-B7-A5TJ-01	10	366509	1006012	240	-0.2289
TCGA-B7-A5TJ-01	10	1006308	2583017	1023	0.0896
TCGA-B7-A5TJ-01	10	2584918	51588174	29097	0.1112
TCGA-B7-A5TJ-01	10	51588288	55131758	2393	0.0762
TCGA-B7-A5TJ-01	10	55136883	56196030	171	-0.0899
TCGA-B7-A5TJ-01	10	56196396	67302251	6875	-0.0442
TCGA-B7-A5TJ-01	10	67306676	74980229	4275	-0.0142
TCGA-B7-A5TJ-01	10	74984419	86350490	7767	-0.0541
TCGA-B7-A5TJ-01	10	86350568	105819557	11321	-0.1135
TCGA-B7-A5TJ-01	10	105820720	108187256	1594	-0.1604
TCGA-B7-A5TJ-01	10	108187901	126135313	12481	-0.1223
TCGA-B7-A5TJ-01	10	126135969	131265912	3474	-0.1684
TCGA-B7-A5TJ-01	10	131269489	133411599	555	-0.1305
TCGA-B7-A5TJ-01	11	456012	37886620	23831	0.0621
TCGA-B7-A5TJ-01	11	37886844	42699495	3102	0.0179
TCGA-B7-A5TJ-01	11	42699664	44490161	1210	0.0531
TCGA-B7-A5TJ-01	11	44491834	78791219	13234	0.0955
TCGA-B7-A5TJ-01	11	78794966	81979565	2368	0.0395
TCGA-B7-A5TJ-01	11	81984747	81984796	2	-2.1
TCGA-B7-A5TJ-01	11	81987303	108787223	16232	0.0566
TCGA-B7-A5TJ-01	11	108790310	134272740	17550	0.3503
TCGA-B7-A5TJ-01	12	780472	17830318	9783	-0.0368
TCGA-B7-A5TJ-01	12	17831547	17831741	2	1.1929
TCGA-B7-A5TJ-01	12	17832067	21832072	2402	-0.0566
TCGA-B7-A5TJ-01	12	21834687	22264397	337	-0.0034
TCGA-B7-A5TJ-01	12	22264407	22267576	2	-1.4337
TCGA-B7-A5TJ-01	12	22267663	29497374	4669	0.0034
TCGA-B7-A5TJ-01	12	29497428	57051523	12311	-0.0425
TCGA-B7-A5TJ-01	12	57056027	63388062	3892	-0.0875
TCGA-B7-A5TJ-01	12	63388306	70283707	4394	-0.0543
TCGA-B7-A5TJ-01	12	70283736	92190142	12913	-0.087
TCGA-B7-A5TJ-01	12	92200951	92201298	2	-1.4648
TCGA-B7-A5TJ-01	12	92201734	108711110	10984	-0.0848
TCGA-B7-A5TJ-01	12	108713191	112488664	1748	-0.0456
TCGA-B7-A5TJ-01	12	112488734	120151048	5034	-0.0828
TCGA-B7-A5TJ-01	12	120151356	125143932	2423	-0.0458
TCGA-B7-A5TJ-01	12	125144281	125661713	356	-0.0879
TCGA-B7-A5TJ-01	12	125661768	126887121	826	-0.1193
TCGA-B7-A5TJ-01	12	126889117	126889193	2	-1.6875
TCGA-B7-A5TJ-01	12	126890667	129218736	1245	-0.1347
TCGA-B7-A5TJ-01	12	129219736	132605822	990	-0.0857
TCGA-B7-A5TJ-01	13	18874255	28097373	5256	0.852
TCGA-B7-A5TJ-01	13	28097480	28970549	576	0.9337
TCGA-B7-A5TJ-01	13	28971378	33982001	3527	0.8368
TCGA-B7-A5TJ-01	13	33982026	33990447	2	-0.3877
TCGA-B7-A5TJ-01	13	33994158	34980015	682	0.8371
TCGA-B7-A5TJ-01	13	34987160	34990072	2	-0.5683
TCGA-B7-A5TJ-01	13	34992096	36316046	857	0.826
TCGA-B7-A5TJ-01	13	36319648	36320238	2	-0.2893
TCGA-B7-A5TJ-01	13	36330159	39293050	2037	0.8384
TCGA-B7-A5TJ-01	13	39293090	39301520	34	0.4824
TCGA-B7-A5TJ-01	13	39301655	54118905	8366	0.8587
TCGA-B7-A5TJ-01	13	54120183	60928655	3356	0.8145
TCGA-B7-A5TJ-01	13	60929085	60929214	2	-0.4704
TCGA-B7-A5TJ-01	13	60932014	66927664	2633	0.7999
TCGA-B7-A5TJ-01	13	66929268	66954126	54	0.5867
TCGA-B7-A5TJ-01	13	66954428	69694528	1403	0.809
TCGA-B7-A5TJ-01	13	69695877	79817409	6631	0.857
TCGA-B7-A5TJ-01	13	79824244	80547858	462	1.0169
TCGA-B7-A5TJ-01	13	80547991	93382188	7446	0.9446
TCGA-B7-A5TJ-01	13	93386837	101244905	5073	0.9917
TCGA-B7-A5TJ-01	13	101245116	104462542	2571	0.9525
TCGA-B7-A5TJ-01	13	104463054	114226675	6015	1.0002
TCGA-B7-A5TJ-01	14	20033191	24992027	2117	-0.0783
TCGA-B7-A5TJ-01	14	24992783	24997259	2	-1.2244
TCGA-B7-A5TJ-01	14	24997474	27191728	1391	-0.0967
TCGA-B7-A5TJ-01	14	27192357	27192444	2	-2.0324
TCGA-B7-A5TJ-01	14	27192792	63106685	20417	-0.1055
TCGA-B7-A5TJ-01	14	63111249	75911499	7551	-0.0781
TCGA-B7-A5TJ-01	14	75911679	78708991	1946	-0.098
TCGA-B7-A5TJ-01	14	78710084	86558201	5082	-0.1313
TCGA-B7-A5TJ-01	14	86558602	105533894	11246	-0.0913
TCGA-B7-A5TJ-01	15	23437561	31153815	2929	-0.309
TCGA-B7-A5TJ-01	15	31153894	39667699	5232	-0.2559
TCGA-B7-A5TJ-01	15	39668380	47346371	3777	-0.2247
TCGA-B7-A5TJ-01	15	47348590	48145143	614	-0.33
TCGA-B7-A5TJ-01	15	48145513	94017861	27643	-0.2464
TCGA-B7-A5TJ-01	15	94017924	101344124	4570	-0.2898
TCGA-B7-A5TJ-01	16	603333	5057989	1684	0.2349
TCGA-B7-A5TJ-01	16	5060799	13168794	5505	0.1817
TCGA-B7-A5TJ-01	16	13169724	13389979	150	0.0074
TCGA-B7-A5TJ-01	16	13390466	59878900	15509	0.1757
TCGA-B7-A5TJ-01	16	59879347	64485183	2823	0.1175
TCGA-B7-A5TJ-01	16	64485431	66073781	1256	0.1674
TCGA-B7-A5TJ-01	16	66079764	71249597	2150	0.2202
TCGA-B7-A5TJ-01	16	71249661	78122987	4407	0.1757
TCGA-B7-A5TJ-01	16	78125380	78429900	292	-0.7168
TCGA-B7-A5TJ-01	16	78432243	78493156	97	0.1082
TCGA-B7-A5TJ-01	16	78493168	78659981	190	-0.295
TCGA-B7-A5TJ-01	16	78660312	78663969	3	-0.8324
TCGA-B7-A5TJ-01	16	78663990	78716991	60	-2.0092
TCGA-B7-A5TJ-01	16	78896319	89317317	7054	0.1809
TCGA-B7-A5TJ-01	17	1074619	5265232	1828	-0.2064
TCGA-B7-A5TJ-01	17	5265586	15685870	5727	-0.2586
TCGA-B7-A5TJ-01	17	15778279	31413644	4063	-0.2292
TCGA-B7-A5TJ-01	17	31415709	35268823	1888	-0.2683
TCGA-B7-A5TJ-01	17	35268843	35966147	318	-0.2097
TCGA-B7-A5TJ-01	17	35966241	35967043	3	-1.5626
TCGA-B7-A5TJ-01	17	35968936	36991987	410	-0.2565
TCGA-B7-A5TJ-01	17	36994380	51487144	6034	-0.2124
TCGA-B7-A5TJ-01	17	51488186	57743579	4249	-0.2661
TCGA-B7-A5TJ-01	17	57747588	57748027	4	-1.0996
TCGA-B7-A5TJ-01	17	57748109	60824355	1439	-0.223
TCGA-B7-A5TJ-01	17	60827451	73829384	7861	-0.2516
TCGA-B7-A5TJ-01	17	74695492	82959812	3433	-0.222
TCGA-B7-A5TJ-01	18	326691	5186608	2494	-0.2541
TCGA-B7-A5TJ-01	18	5188602	7870946	1476	-0.3289
TCGA-B7-A5TJ-01	18	7871280	11885554	2928	-0.2901
TCGA-B7-A5TJ-01	18	11887235	24762534	3430	-0.2495
TCGA-B7-A5TJ-01	18	24765925	29318532	2833	-0.2954
TCGA-B7-A5TJ-01	18	29318884	36265894	4130	-0.2513
TCGA-B7-A5TJ-01	18	36268185	45637298	5825	-0.2953
TCGA-B7-A5TJ-01	18	45639111	52844550	4916	-0.2585
TCGA-B7-A5TJ-01	18	52845654	52846105	2	-1.4505
TCGA-B7-A5TJ-01	18	52846976	57792096	3085	-0.2708
TCGA-B7-A5TJ-01	18	57794631	57805084	5	-1.3418
TCGA-B7-A5TJ-01	18	57806419	74253731	8413	-0.2706
TCGA-B7-A5TJ-01	18	74257438	74257584	3	0.7267
TCGA-B7-A5TJ-01	18	74261394	79349796	3391	-0.2886
TCGA-B7-A5TJ-01	19	283868	21361716	7894	-0.172
TCGA-B7-A5TJ-01	19	21362215	32157261	4449	-0.2679
TCGA-B7-A5TJ-01	19	32159595	35203416	1905	-0.2082
TCGA-B7-A5TJ-01	19	35203668	55621121	8411	-0.1783
TCGA-B7-A5TJ-01	19	55627209	58370362	1486	-0.2163
TCGA-B7-A5TJ-01	20	472817	5737655	3108	0.6407
TCGA-B7-A5TJ-01	20	5742731	5750553	3	-0.4387
TCGA-B7-A5TJ-01	20	5752029	31461069	13952	0.6258
TCGA-B7-A5TJ-01	20	31465102	35708445	2044	0.6695
TCGA-B7-A5TJ-01	20	35708545	37068301	587	0.6294
TCGA-B7-A5TJ-01	20	37068307	37094427	87	0.4405
TCGA-B7-A5TJ-01	20	37097999	37628176	280	0.6372
TCGA-B7-A5TJ-01	20	37628304	37635591	8	1.1531
TCGA-B7-A5TJ-01	20	37635605	43753466	4156	0.6052
TCGA-B7-A5TJ-01	20	43754809	54548346	7105	0.6419
TCGA-B7-A5TJ-01	20	54548733	61322106	5195	0.6154
TCGA-B7-A5TJ-01	20	61323223	61326467	4	-0.1734
TCGA-B7-A5TJ-01	20	61326835	62129129	504	0.6301
TCGA-B7-A5TJ-01	20	62132359	62132909	2	1.5359
TCGA-B7-A5TJ-01	20	62135221	63588502	517	0.6724
TCGA-B7-A5TJ-01	21	13974127	19736783	3672	-0.2981
TCGA-B7-A5TJ-01	21	19741063	27514249	5026	-0.3476
TCGA-B7-A5TJ-01	21	27515071	46262057	11877	-0.2927
TCGA-B7-A5TJ-01	22	16934932	25218969	1697	-0.2171
TCGA-B7-A5TJ-01	22	25219358	28216411	2386	-0.2833
TCGA-B7-A5TJ-01	22	28216568	33146540	2924	-0.2303
TCGA-B7-A5TJ-01	22	33152449	33190952	38	-0.869
TCGA-B7-A5TJ-01	22	33198806	36859811	2702	-0.2317
TCGA-B7-A5TJ-01	22	36861813	38556394	858	-0.1559
TCGA-B7-A5TJ-01	22	38557009	40504073	829	-0.2224
TCGA-B7-A5TJ-01	22	40507026	40725425	108	-0.1066
TCGA-B7-A5TJ-01	22	40727200	40727272	2	0.7722
TCGA-B7-A5TJ-01	22	40727488	42068925	781	-0.1333
TCGA-B7-A5TJ-01	22	42069843	45618799	2339	-0.251
TCGA-B7-A5TJ-01	22	45621166	46962493	811	-0.1964
TCGA-B7-A5TJ-01	22	46962850	48940621	1604	-0.2883
TCGA-B7-A5TJ-01	X	3236359	119145320	47298	-0.0351
TCGA-B7-A5TJ-01	X	119147575	119149434	2	-4.7696
TCGA-B7-A5TJ-01	X	119151332	124597237	2778	-0.0191
TCGA-B7-A5TJ-01	X	124598656	132130353	3269	0.1876
TCGA-B7-A5TJ-01	X	132138664	150308391	8693	0.1387
TCGA-B7-A5TJ-01	X	150309806	155677414	1744	0.1954
